antenna_id,tower_id,latitude,longitude
a0,t0,7.511789872908362,0.917173942013314
a1,t0,7.511789872908362,0.917173942013314
a2,t0,7.511789872908362,0.917173942013314
a3,t1,10.358027957445838,0.6853455096793577
a4,t1,10.358027957445838,0.6853455096793577
a5,t2,7.164218981404402,1.595606549757646
a6,t3,11.03062285080974,0.28594959545885273
a7,t3,11.03062285080974,0.28594959545885273
a8,t3,11.03062285080974,0.28594959545885273
a9,t3,11.03062285080974,0.28594959545885273
a10,t3,11.03062285080974,0.28594959545885273
a11,t4,6.976979000380279,1.4403121537937948
a12,t4,6.976979000380279,1.4403121537937948
a13,t4,6.976979000380279,1.4403121537937948
a14,t5,7.490203956636808,1.4491682004194084
a15,t5,7.490203956636808,1.4491682004194084
a16,t5,7.490203956636808,1.4491682004194084
a17,t5,7.490203956636808,1.4491682004194084
a18,t5,7.490203956636808,1.4491682004194084
a19,t6,10.836685165928364,0.6993592508761488
a20,t6,10.836685165928364,0.6993592508761488
a21,t7,7.801950766089625,1.451946206224558
a22,t7,7.801950766089625,1.451946206224558
a23,t7,7.801950766089625,1.451946206224558
a24,t7,7.801950766089625,1.451946206224558
a25,t8,6.189619420400611,1.4090721609227748
a26,t8,6.189619420400611,1.4090721609227748
a27,t9,9.147126905444383,1.0252780035165303
a28,t9,9.147126905444383,1.0252780035165303
a29,t10,6.414175169285763,1.7703229764402952
a30,t10,6.414175169285763,1.7703229764402952
a31,t10,6.414175169285763,1.7703229764402952
a32,t10,6.414175169285763,1.7703229764402952
a33,t11,9.011937032802116,1.5940933434854674
a34,t11,9.011937032802116,1.5940933434854674
a35,t11,9.011937032802116,1.5940933434854674
a36,t12,9.27968543513581,1.3053665140660302
a37,t13,7.372725080648313,1.3573052778132828
a38,t13,7.372725080648313,1.3573052778132828
a39,t14,10.396313803219416,0.4150350219623397
a40,t14,10.396313803219416,0.4150350219623397
a41,t14,10.396313803219416,0.4150350219623397
a42,t14,10.396313803219416,0.4150350219623397
a43,t15,9.122274914023407,0.5585775435514564
a44,t15,9.122274914023407,0.5585775435514564
a45,t15,9.122274914023407,0.5585775435514564
a46,t15,9.122274914023407,0.5585775435514564
a47,t16,9.091855378725107,0.5912292658405891
a48,t16,9.091855378725107,0.5912292658405891
a49,t17,6.829539702917101,1.0859195783256106
a50,t17,6.829539702917101,1.0859195783256106
a51,t18,8.061517804411185,1.0320118458286642
a52,t19,10.970251110354972,0.19607582566537207
a53,t20,7.8234242948054975,1.2835677676548
a54,t20,7.8234242948054975,1.2835677676548
a55,t20,7.8234242948054975,1.2835677676548
a56,t20,7.8234242948054975,1.2835677676548
a57,t21,6.557481269233019,0.8494977026321864
a58,t21,6.557481269233019,0.8494977026321864
a59,t21,6.557481269233019,0.8494977026321864
a60,t22,7.79936029615826,0.6278567463536397
a61,t22,7.79936029615826,0.6278567463536397
a62,t22,7.79936029615826,0.6278567463536397
a63,t22,7.79936029615826,0.6278567463536397
a64,t23,7.604373748084643,0.911323275363192
a65,t24,9.424187250212118,0.7486449919299876
a66,t24,9.424187250212118,0.7486449919299876
a67,t24,9.424187250212118,0.7486449919299876
a68,t24,9.424187250212118,0.7486449919299876
a69,t24,9.424187250212118,0.7486449919299876
a70,t25,7.665712853362305,1.0476731335078666
a71,t26,7.47893321992052,0.9288159701697748
a72,t26,7.47893321992052,0.9288159701697748
a73,t26,7.47893321992052,0.9288159701697748
a74,t26,7.47893321992052,0.9288159701697748
a75,t27,9.611228163839566,0.7557087914700207
a76,t27,9.611228163839566,0.7557087914700207
a77,t27,9.611228163839566,0.7557087914700207
a78,t27,9.611228163839566,0.7557087914700207
a79,t27,9.611228163839566,0.7557087914700207
a80,t28,9.711274581123053,0.8332289928216401
a81,t28,9.711274581123053,0.8332289928216401
a82,t28,9.711274581123053,0.8332289928216401
a83,t29,8.586139412776928,0.6272022438405922
a84,t29,8.586139412776928,0.6272022438405922
a85,t29,8.586139412776928,0.6272022438405922
a86,t30,7.893338593301669,0.6431532001040252
a87,t30,7.893338593301669,0.6431532001040252
a88,t30,7.893338593301669,0.6431532001040252
a89,t30,7.893338593301669,0.6431532001040252
a90,t30,7.893338593301669,0.6431532001040252
a91,t31,8.350009283653518,0.8337329130846478
a92,t32,6.983053802481838,0.8793089434628583
a93,t32,6.983053802481838,0.8793089434628583
a94,t32,6.983053802481838,0.8793089434628583
a95,t32,6.983053802481838,0.8793089434628583
a96,t33,9.713863011685172,1.0171596194772232
a97,t34,7.668674982283477,0.8069736003560729
a98,t35,8.332578246542857,0.9835444379523369
a99,t35,8.332578246542857,0.9835444379523369
a100,t35,8.332578246542857,0.9835444379523369
a101,t35,8.332578246542857,0.9835444379523369
a102,t36,9.982723175923756,1.279784229240034
a103,t36,9.982723175923756,1.279784229240034
a104,t37,9.68598337684622,1.1348511711353828
a105,t38,6.915649015972465,0.7468118657070202
a106,t39,7.209797120320077,0.8718480171529579
a107,t39,7.209797120320077,0.8718480171529579
a108,t39,7.209797120320077,0.8718480171529579
a109,t39,7.209797120320077,0.8718480171529579
a110,t39,7.209797120320077,0.8718480171529579
a111,t40,11.032866853543391,0.12063235023861713
a112,t40,11.032866853543391,0.12063235023861713
a113,t40,11.032866853543391,0.12063235023861713
a114,t41,10.41892886808642,0.4414423459338663
a115,t41,10.41892886808642,0.4414423459338663
a116,t41,10.41892886808642,0.4414423459338663
a117,t41,10.41892886808642,0.4414423459338663
a118,t42,9.445980896865713,0.779854213864182
a119,t42,9.445980896865713,0.779854213864182
a120,t42,9.445980896865713,0.779854213864182
a121,t42,9.445980896865713,0.779854213864182
a122,t42,9.445980896865713,0.779854213864182
a123,t43,7.3842087683442275,1.428700892844012
a124,t43,7.3842087683442275,1.428700892844012
a125,t43,7.3842087683442275,1.428700892844012
a126,t44,9.289776434755618,0.8140083031887742
a127,t44,9.289776434755618,0.8140083031887742
a128,t44,9.289776434755618,0.8140083031887742
a129,t44,9.289776434755618,0.8140083031887742
a130,t44,9.289776434755618,0.8140083031887742
a131,t45,9.608361173267877,0.6708632609363694
a132,t45,9.608361173267877,0.6708632609363694
a133,t45,9.608361173267877,0.6708632609363694
a134,t45,9.608361173267877,0.6708632609363694
a135,t45,9.608361173267877,0.6708632609363694
a136,t46,10.425052918818066,0.6859883163976148
a137,t46,10.425052918818066,0.6859883163976148
a138,t46,10.425052918818066,0.6859883163976148
a139,t47,6.465718022922045,1.5090477843186934
a140,t48,9.089805659524886,0.6983329131388367
a141,t48,9.089805659524886,0.6983329131388367
a142,t48,9.089805659524886,0.6983329131388367
a143,t48,9.089805659524886,0.6983329131388367
a144,t49,8.896961692255626,1.6003453041707263
a145,t49,8.896961692255626,1.6003453041707263
a146,t49,8.896961692255626,1.6003453041707263
a147,t49,8.896961692255626,1.6003453041707263
a148,t49,8.896961692255626,1.6003453041707263
a149,t50,7.717320950472903,0.8186248034591666
a150,t51,8.566673250062635,1.1925493758124428
a151,t51,8.566673250062635,1.1925493758124428
a152,t52,10.970669327977221,0.8040931382305534
a153,t52,10.970669327977221,0.8040931382305534
a154,t52,10.970669327977221,0.8040931382305534
a155,t52,10.970669327977221,0.8040931382305534
a156,t52,10.970669327977221,0.8040931382305534
a157,t53,6.239451071903162,1.2251184812581308
a158,t53,6.239451071903162,1.2251184812581308
a159,t53,6.239451071903162,1.2251184812581308
a160,t54,10.288318227628613,0.7124025202581803
a161,t54,10.288318227628613,0.7124025202581803
a162,t55,9.652729496443351,0.9476930320180684
a163,t56,8.923072467369996,1.037501787467881
a164,t56,8.923072467369996,1.037501787467881
a165,t57,7.391676189249402,1.5142636915128016
a166,t57,7.391676189249402,1.5142636915128016
a167,t58,8.29952514536826,1.5687622665705268
a168,t58,8.29952514536826,1.5687622665705268
a169,t59,8.18651404286231,1.2800452988212871
a170,t60,10.390933648141095,0.3267731506880784
a171,t60,10.390933648141095,0.3267731506880784
a172,t60,10.390933648141095,0.3267731506880784
a173,t61,8.752192194254558,1.4645292784176158
a174,t61,8.752192194254558,1.4645292784176158
a175,t62,9.082184062144671,0.6109013674443196
a176,t62,9.082184062144671,0.6109013674443196
a177,t63,10.471013222182087,0.3242425807255351
a178,t63,10.471013222182087,0.3242425807255351
a179,t64,6.432964616335544,1.4333543453025095
a180,t64,6.432964616335544,1.4333543453025095
a181,t64,6.432964616335544,1.4333543453025095
a182,t65,6.346764646641423,1.3413107065356047
a183,t66,10.859413450028665,0.5059826971437986
a184,t66,10.859413450028665,0.5059826971437986
a185,t66,10.859413450028665,0.5059826971437986
a186,t67,9.137298190004039,1.0987410461741582
a187,t67,9.137298190004039,1.0987410461741582
a188,t67,9.137298190004039,1.0987410461741582
a189,t67,9.137298190004039,1.0987410461741582
a190,t68,8.604506153280845,0.8751846558091847
a191,t68,8.604506153280845,0.8751846558091847
a192,t68,8.604506153280845,0.8751846558091847
a193,t68,8.604506153280845,0.8751846558091847
a194,t68,8.604506153280845,0.8751846558091847
