latitude,longitude,tower_id
7.511789872908363,0.917173942013314,t0
10.358027957445838,0.6853455096793577,t1
7.164218981404402,1.595606549757646,t2
11.03062285080974,0.28594959545885273,t3
6.976979000380279,1.440312153793795,t4
7.490203956636807,1.4491682004194084,t5
10.836685165928364,0.6993592508761488,t6
7.801950766089625,1.451946206224558,t7
6.189619420400611,1.4090721609227748,t8
9.147126905444384,1.0252780035165303,t9
6.414175169285764,1.7703229764402952,t10
9.011937032802118,1.5940933434854674,t11
9.27968543513581,1.3053665140660302,t12
7.372725080648312,1.357305277813283,t13
10.396313803219417,0.4150350219623397,t14
9.122274914023407,0.5585775435514564,t15
9.091855378725107,0.5912292658405891,t16
6.829539702917101,1.0859195783256106,t17
8.061517804411185,1.0320118458286642,t18
10.970251110354972,0.19607582566537207,t19
7.8234242948054975,1.2835677676548,t20
6.55748126923302,0.8494977026321864,t21
7.79936029615826,0.6278567463536397,t22
7.604373748084642,0.9113232753631921,t23
9.424187250212118,0.7486449919299876,t24
7.665712853362305,1.0476731335078666,t25
7.4789332199205205,0.9288159701697747,t26
9.611228163839566,0.7557087914700207,t27
9.711274581123053,0.8332289928216401,t28
8.58613941277693,0.6272022438405922,t29
7.893338593301669,0.6431532001040252,t30
8.350009283653518,0.8337329130846478,t31
6.983053802481838,0.8793089434628583,t32
9.713863011685172,1.0171596194772232,t33
7.668674982283476,0.806973600356073,t34
8.332578246542859,0.983544437952337,t35
9.982723175923757,1.2797842292400339,t36
9.68598337684622,1.1348511711353828,t37
6.915649015972465,0.7468118657070202,t38
7.209797120320078,0.8718480171529579,t39
11.03286685354339,0.12063235023861713,t40
10.41892886808642,0.4414423459338663,t41
9.445980896865711,0.779854213864182,t42
7.384208768344226,1.4287008928440121,t43
9.28977643475562,0.8140083031887742,t44
9.608361173267877,0.6708632609363694,t45
10.425052918818066,0.6859883163976148,t46
6.4657180229220454,1.5090477843186934,t47
9.089805659524888,0.6983329131388367,t48
8.896961692255626,1.6003453041707263,t49
7.717320950472904,0.8186248034591666,t50
8.566673250062635,1.192549375812443,t51
10.97066932797722,0.8040931382305534,t52
6.239451071903162,1.225118481258131,t53
10.288318227628611,0.7124025202581803,t54
9.652729496443353,0.9476930320180685,t55
8.923072467369996,1.037501787467881,t56
7.391676189249402,1.5142636915128016,t57
8.29952514536826,1.5687622665705268,t58
8.18651404286231,1.2800452988212871,t59
10.390933648141095,0.3267731506880784,t60
8.752192194254558,1.464529278417616,t61
9.082184062144673,0.6109013674443196,t62
10.471013222182087,0.3242425807255351,t63
6.432964616335543,1.4333543453025095,t64
6.346764646641424,1.3413107065356047,t65
10.859413450028663,0.5059826971437986,t66
9.137298190004039,1.0987410461741582,t67
8.604506153280845,0.8751846558091847,t68
9.71966150655062,0.39439937163855104,t69
6.833235937847252,0.6791803057305357,t70
9.76524348913542,1.196812868529934,t71
7.960465704161404,0.7929381594380893,t72
8.395169275823394,1.495471253921828,t73
9.533712327723798,1.188809666731896,t74
10.012167351541061,0.7689226052705647,t75
7.170170295097664,1.523696134512609,t76
10.063954013526747,0.9251592422411208,t77
9.122878976665916,0.7536653036611387,t78
8.647477933578827,1.026205033311863,t79
10.126719296721838,0.6293361565853848,t80
7.26857499297128,1.0959547267039427,t81
7.547580702555258,1.4741241053525453,t82
8.648947072231696,1.3806054641053065,t83
9.59994626399919,1.2311815336919334,t84
7.968307378376782,0.9233102912376014,t85
7.439235806818874,1.608001343094446,t86
8.690155000740194,0.9777617003320376,t87
9.36502832148959,0.9387639041113423,t88
9.45676793484295,0.606491799859413,t89
7.601561548536625,0.8710505140095308,t90
8.634174896137853,0.8360714786692869,t91
10.885966706509224,-0.024152063680968117,t92
9.489827902264857,1.0444183994779284,t93
9.651989236857139,0.7599439668280239,t94
9.05419237758818,1.4110762187748331,t95
9.823738540140141,0.7454779001132743,t96
6.263496239881676,1.4689622110972411,t97
8.73493410155871,1.364496137682223,t98
8.417270144905393,1.584034131673075,t99
