unique_id,consumption,proxy0,proxy1,proxy2,proxy3,proxy4,proxy5,proxy6,proxy7,proxy8,proxy9,weight
0,4.359949021420038,5.359949021420038,9.359949021420038,6.359949021420038,5.359949021420038,8.359949021420038,11.359949021420038,9.359949021420038,8.359949021420038,15.359949021420038,13.359949021420038,61
1,0.25926231827891333,0.25926231827891333,5.259262318278913,4.259262318278913,4.259262318278913,4.259262318278913,1.2592623182789133,5.259262318278913,10.259262318278914,12.259262318278914,8.259262318278914,82
2,5.496624778787091,8.49662477878709,8.49662477878709,5.496624778787091,10.49662477878709,8.49662477878709,6.496624778787091,11.49662477878709,6.496624778787091,12.49662477878709,13.49662477878709,16
3,4.3532239261827685,4.3532239261827685,6.3532239261827685,4.3532239261827685,8.353223926182768,7.3532239261827685,6.3532239261827685,11.353223926182768,8.353223926182768,7.3532239261827685,6.3532239261827685,43
4,4.20367802087489,8.20367802087489,4.20367802087489,6.20367802087489,6.20367802087489,4.20367802087489,7.20367802087489,13.20367802087489,12.20367802087489,8.20367802087489,17.20367802087489,26
5,3.3033482100387412,7.303348210038742,5.303348210038742,6.303348210038742,9.303348210038742,9.303348210038742,3.3033482100387412,3.3033482100387412,14.303348210038742,8.303348210038742,12.303348210038742,93
6,2.046486340378425,4.046486340378425,3.046486340378425,6.046486340378425,4.046486340378425,7.046486340378425,11.046486340378426,5.046486340378425,3.046486340378425,13.046486340378426,14.046486340378426,32
7,6.192709663506637,8.192709663506637,10.192709663506637,8.192709663506637,13.192709663506637,6.192709663506637,14.192709663506637,13.192709663506637,7.192709663506637,18.192709663506637,6.192709663506637,85
8,2.9965467367452314,5.996546736745231,7.996546736745231,4.996546736745231,9.99654673674523,2.9965467367452314,8.99654673674523,9.99654673674523,10.99654673674523,13.99654673674523,4.996546736745231,95
9,2.6682727510286663,4.668272751028667,2.6682727510286663,4.668272751028667,9.668272751028667,6.668272751028667,8.668272751028667,7.668272751028667,3.6682727510286663,12.668272751028667,9.668272751028667,39
10,6.211338327692949,9.21133832769295,11.21133832769295,7.211338327692949,6.211338327692949,14.21133832769295,7.211338327692949,11.21133832769295,9.21133832769295,11.21133832769295,14.21133832769295,29
11,5.29142094277039,9.29142094277039,9.29142094277039,6.29142094277039,6.29142094277039,5.29142094277039,7.29142094277039,10.29142094277039,12.29142094277039,5.29142094277039,12.29142094277039,74
12,1.3457994534493356,5.345799453449335,1.3457994534493356,1.3457994534493356,2.3457994534493354,7.345799453449335,10.345799453449336,1.3457994534493356,3.3457994534493354,8.345799453449336,13.345799453449336,75
13,5.135781212657465,6.135781212657465,6.135781212657465,8.135781212657465,11.135781212657465,7.135781212657465,14.135781212657465,5.135781212657465,16.135781212657463,17.135781212657463,15.135781212657465,17
14,1.8443986564691528,5.844398656469153,4.844398656469153,1.8443986564691528,5.844398656469153,1.8443986564691528,8.844398656469153,4.844398656469153,6.844398656469153,9.844398656469153,1.8443986564691528,72
15,7.853351478166735,9.853351478166735,12.853351478166735,8.853351478166735,13.853351478166735,12.853351478166735,13.853351478166735,16.853351478166736,13.853351478166735,9.853351478166735,16.853351478166736,75
16,8.539752926394888,10.539752926394888,12.539752926394888,13.539752926394888,12.539752926394888,8.539752926394888,17.53975292639489,11.539752926394888,15.539752926394888,14.539752926394888,12.539752926394888,76
17,4.942368373819278,5.942368373819278,6.942368373819278,7.942368373819278,5.942368373819278,10.942368373819278,8.942368373819278,5.942368373819278,10.942368373819278,9.942368373819278,10.942368373819278,46
18,8.46561485357468,8.46561485357468,13.46561485357468,8.46561485357468,10.46561485357468,12.46561485357468,17.465614853574678,12.46561485357468,12.46561485357468,15.46561485357468,18.465614853574678,95
19,0.7964547700906099,1.79645477009061,0.7964547700906099,6.79645477009061,6.79645477009061,8.79645477009061,9.79645477009061,10.79645477009061,7.79645477009061,4.79645477009061,11.79645477009061,34
20,5.05246090121704,8.052460901217039,5.05246090121704,11.052460901217039,10.052460901217039,7.05246090121704,8.052460901217039,15.052460901217039,9.052460901217039,11.052460901217039,9.052460901217039,92
21,0.6528650438687811,1.652865043868781,5.652865043868781,3.652865043868781,7.652865043868781,4.652865043868781,5.652865043868781,10.65286504386878,4.652865043868781,4.652865043868781,4.652865043868781,17
22,4.281223275973894,7.281223275973894,6.281223275973894,4.281223275973894,6.281223275973894,11.281223275973893,5.281223275973894,5.281223275973894,5.281223275973894,5.281223275973894,12.281223275973893,51
23,0.9653091566061256,1.9653091566061256,1.9653091566061256,5.965309156606126,7.965309156606126,2.965309156606126,2.965309156606126,8.965309156606125,7.965309156606126,0.9653091566061256,9.965309156606125,39
24,1.2715997170127746,3.2715997170127746,6.271599717012775,7.271599717012775,7.271599717012775,6.271599717012775,4.271599717012775,10.271599717012775,12.271599717012775,3.2715997170127746,5.271599717012775,47
25,5.967453089785958,9.967453089785959,8.967453089785959,9.967453089785959,10.967453089785959,7.967453089785958,14.967453089785959,12.967453089785959,9.967453089785959,16.96745308978596,17.96745308978596,53
